Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2020/21


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Ådalsskolan 1;48156011;Kramfors;2282;Kommunal;Kramfors;2120002429;232;77;70;85;59;22;51;
Ådalsskolan 2;48722826;Kramfors;2282;Kommunal;Kramfors;2120002429;407;203;111;93;46;29;30;
Academy of Retail and Business (ARB);85014247;Kristianstad;1290;Enskild;Academy of Retail and Business Education Kristianstad AB;5569863433;115;30;55;30;40;30;49;
Christian 4:s Gymnasium 11;84341377;Kristianstad;1290;Kommunal;Kristianstad;2120000951;177;49;78;50;69;15;62;
Christian 4:s Gymnasium 12;20734425;Kristianstad;1290;Kommunal;Kristianstad;2120000951;148;48;55;45;74;26;39;
Christian 4:s Gymnasium 14;71073360;Kristianstad;1290;Kommunal;Kristianstad;2120000951;86;55;31;.;66;34;51;
Drottning Blankas Gymnasieskola Kristianstad;67554405;Kristianstad;1290;Enskild;DBGY Juvelen AB;5565789129;675;269;202;204;70;38;41;
Framtidsgymnasiet Kristianstad;71571158;Kristianstad;1290;Enskild;Framtidsgymnasiet i Sverige AB;5565755500;213;26;62;125;9;77;10;
LBS Kreativa Gymnasiet Kristianstad;43251309;Kristianstad;1290;Enskild;Ljud & Bildskolan Lbs AB;5564851649;168;60;50;58;20;18;52;
NTI Gymnasiet Kristianstad;53691739;Kristianstad;1290;Enskild;NTI Gymnasiet Ellips AB;5565970471;133;42;44;47;..;60;34;
Praktiska Gymnasiet Kristianstad;86473502;Kristianstad;1290;Enskild;Praktiska Sverige AB;5562575786;148;70;44;34;56;57;26;
Söderportgymnasiet 31;73944169;Kristianstad;1290;Kommunal;Kristianstad;2120000951;414;138;146;130;63;36;57;
Söderportgymnasiet 32;59849681;Kristianstad;1290;Kommunal;Kristianstad;2120000951;408;147;132;129;56;18;63;
Söderportgymnasiet 33;98239050;Kristianstad;1290;Kommunal;Kristianstad;2120000951;166;64;49;53;61;78;61;
Wendesgymnasiet 51;58368956;Kristianstad;1290;Kommunal;Kristianstad;2120000951;167;61;55;51;6;11;41;
Wendesgymnasiet 52;73567152;Kristianstad;1290;Kommunal;Kristianstad;2120000951;198;82;63;53;11;14;31;
Önnestadsgymnasiet;61547652;Kristianstad;1290;Enskild;Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB);5567502777;202;66;83;53;54;5;40;
Österänggymnasiet 61;21702982;Kristianstad;1290;Kommunal;Kristianstad;2120000951;462;280;93;89;54;56;52;
Österänggymnasiet 62;60209222;Kristianstad;1290;Kommunal;Kristianstad;2120000951;104;36;32;36;..;25;53;
Österänggymnasiet 63;87034307;Kristianstad;1290;Kommunal;Kristianstad;2120000951;219;73;74;72;15;23;66;
Österänggymnasiet 64;62104139;Kristianstad;1290;Kommunal;Kristianstad;2120000951;261;89;86;86;61;26;61;
Brogårdsgymnasiet;78872213;Kristinehamn;1781;Kommunal;Kristinehamn;2120001868;377;152;114;111;49;29;56;
Presterudsgymnasiet;84286698;Kristinehamn;1781;Kommunal;Kristinehamn;2120001868;207;102;59;46;36;22;26;
Dille Gård Naturbruksgymnasium;62490359;Krokom;2309;Enskild;Dille Gård AB;5564173853;131;47;44;40;80;..;65;
Jämtlands Gymn, Torsta;64725297;Krokom;2309;Kommunal;Jämtlands Gymnasieförbund;2220001636;119;43;41;35;39;..;49;
Jämtlands Gymn, Wången;43362941;Krokom;2309;Kommunal;Jämtlands Gymnasieförbund;2220001636;51;20;18;13;90;25;41;
John Norlandergymnasiet;23350817;Kumla;1881;Kommunal;Kumla;2120001975;28;14;10;4;50;57;..;
Aranäsgymnasiet Enhet 1;76860623;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;259;91;79;89;64;14;71;
Aranäsgymnasiet Enhet 2;58191646;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;510;192;158;160;67;7;71;
Aranäsgymnasiet Enhet 3;80405898;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;382;197;90;95;31;13;76;
Aranäsgymnasiet Enhet 4;56021320;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;248;77;81;90;63;20;58;
Aranäsgymnasiet Enhet 5;41358402;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;92;33;32;27;..;..;39;
Beda Hallbergs gymnasium;63179610;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;79;34;25;20;58;..;75;
Drottning Blankas Gymnasieskola Kungsbacka;64569393;Kungsbacka;1384;Enskild;DBGY Kronan AB;5565668794;182;62;53;67;79;16;51;
Elof Lindälvs gymn Enhet 1;87262566;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;276;109;93;74;28;10;38;
Elof Lindälvs gymn Enhet 2;64160122;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;227;106;60;61;44;35;59;
Elof Lindälvs gymn Enhet 3;48217580;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;442;150;150;142;41;6;67;
Elof Lindälvs gymn Enhet 4;41844601;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;210;72;63;75;50;19;41;
Elof Lindälvs gymn Enhet 5;51620045;Kungsbacka;1384;Kommunal;Kungsbacka;2120001256;268;96;75;97;6;9;69;
LBS Kreativa Gymnasiet Kungsbacka;86888278;Kungsbacka;1384;Enskild;Ljud & Bildskolan Lbs AB;5564851649;96;40;31;25;22;11;64;
Praktiska Gymnasiet Kungsbacka;23457902;Kungsbacka;1384;Enskild;Praktiska Sverige AB;5562575786;116;34;41;41;37;23;33;
Sveriges Ridgymnasium Kungsbacka;27597104;Kungsbacka;1384;Enskild;Sveriges Ridgymnasium AB;5566814504;86;35;26;25;98;..;64;
Kungsörs Gymnasium;95992977;Kungsör;1960;Kommunal;Kungsör;2120002056;40;19;8;13;50;65;..;
Mimers Hus gymnasium Hugin;57397381;Kungälv;1482;Kommunal;Kungälv;2120001371;728;287;222;219;60;17;56;
Mimers Hus gymnasium Munin;56947954;Kungälv;1482;Kommunal;Kungälv;2120001371;854;327;258;269;27;23;52;
Kävlinge Lärcentrum, Gymnasieskola;88192227;Kävlinge;1261;Kommunal;Kävlinge;2120001058;31;15;16;.;52;65;..;
Ullvigymnasiet;72022487;Köping;1983;Kommunal;Köping;2120002114;1 069;480;291;298;44;31;42;
Osbecksgymnasiet RO1;71512894;Laholm;1381;Kommunal;Laholm;2120001223;492;144;159;189;41;29;47;
Öresundsgymnasiet Landskrona;28248021;Landskrona;1282;Kommunal;Landskrona;2120001140;508;213;170;125;41;76;30;
Gymnasieutbildning i Lekeberg;24445686;Lekeberg;1814;Kommunal;Lekeberg;2120002981;8;5;3;.;..;..;..;
Leksands gymnasium;44417214;Leksand;2029;Kommunal;Leksand;2120002163;509;199;171;139;47;17;56;
Lerums Gymnasium, skolenhet 1;25025681;Lerum;1441;Kommunal;Lerum;2120001447;248;88;75;85;60;13;63;
Lerums Gymnasium, skolenhet 2;88776535;Lerum;1441;Kommunal;Lerum;2120001447;389;141;116;132;24;14;76;
Lerums Gymnasium, skolenhet 3;29351272;Lerum;1441;Kommunal;Lerum;2120001447;211;141;39;31;23;31;28;
Lerums Gymnasium, skolenhet 4;49488344;Lerum;1441;Kommunal;Lerum;2120001447;90;32;22;36;69;21;70;
Lerums Gymnasium, skolenhet 5;74408578;Lerum;1441;Kommunal;Lerum;2120001447;377;122;134;121;50;11;60;
Lessebo Gymnasium;75395882;Lessebo;0761;Kommunal;Lessebo;2120000613;59;26;21;12;34;88;20;
Hersby gymnasium;71043974;Lidingö;0186;Kommunal;Lidingö;2120000191;1 002;344;320;338;39;11;86;
Lunagymnasiet;57777751;Lidingö;0186;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;57;16;18;23;51;..;81;
Stillerska filmgymnasiet;38732602;Lidingö;0186;Enskild;Stillerska AB;5567777270;65;24;22;19;29;..;66;
De la Gardiegymnasiet, enhet 1;89807183;Lidköping;1494;Kommunal;Lidköping;2120001694;392;133;137;122;42;20;76;
De la Gardiegymnasiet, enhet 2;86724994;Lidköping;1494;Kommunal;Lidköping;2120001694;306;104;102;100;9;9;48;
De la Gardiegymnasiet, enhet 3;61161774;Lidköping;1494;Kommunal;Lidköping;2120001694;500;176;173;151;68;17;64;
De la Gardiegymnasiet, enhet 4;86158933;Lidköping;1494;Kommunal;Lidköping;2120001694;227;74;82;71;74;14;50;
De la Gardiegymnasiet, enhet 5;39179525;Lidköping;1494;Kommunal;Lidköping;2120001694;131;68;40;23;42;56;22;
De la Gardiegymnasiet, enhet 6;14102256;Lidköping;1494;Kommunal;Lidköping;2120001694;367;115;126;126;65;23;39;
Lindeskolan LS 1;75082280;Lindesberg;1885;Kommunal;Lindesberg;2120002015;168;75;58;35;45;18;20;
Lindeskolan LS 2;75914181;Lindesberg;1885;Kommunal;Lindesberg;2120002015;104;9;44;51;62;22;50;
Lindeskolan LS 3;39302565;Lindesberg;1885;Kommunal;Lindesberg;2120002015;216;71;70;75;15;19;42;
Lindeskolan LS 4;96818167;Lindesberg;1885;Kommunal;Lindesberg;2120002015;320;135;92;93;60;47;46;
Anders Ljungstedts gymnasium 10;89357497;Linköping;0580;Kommunal;Linköping;2120000449;73;30;24;19;..;36;42;
Anders Ljungstedts gymnasium 3;36072799;Linköping;0580;Kommunal;Linköping;2120000449;177;75;60;42;88;23;39;
Anders Ljungstedts gymnasium 4;61432781;Linköping;0580;Kommunal;Linköping;2120000449;259;93;78;88;10;18;32;
Anders Ljungstedts gymnasium 7;78287294;Linköping;0580;Kommunal;Linköping;2120000449;140;52;50;38;33;61;26;
Anders Ljungstedts gymnasium 8;74316305;Linköping;0580;Kommunal;Linköping;2120000449;105;38;32;35;11;28;50;
Anders Ljungstedts gymnasium 9;39096170;Linköping;0580;Kommunal;Linköping;2120000449;160;52;58;50;34;15;42;
Berzeliusskolan 1;79527481;Linköping;0580;Kommunal;Linköping;2120000449;472;159;157;156;27;13;82;
Berzeliusskolan 2;67300857;Linköping;0580;Kommunal;Linköping;2120000449;420;163;123;134;55;17;87;
Berzeliusskolan 7;67809400;Linköping;0580;Kommunal;Linköping;2120000449;57;33;18;6;47;68;21;
Birgittaskolan 1;99279503;Linköping;0580;Kommunal;Linköping;2120000449;191;92;47;52;48;57;54;
Birgittaskolan 2;63653488;Linköping;0580;Kommunal;Linköping;2120000449;88;27;31;30;26;..;70;
Birgittaskolan 3;50063655;Linköping;0580;Kommunal;Linköping;2120000449;303;114;97;92;74;47;31;
Drottning Blankas Gymnasieskola Linköping;70412563;Linköping;0580;Enskild;DBGY Kronan AB;5565668794;143;55;47;41;73;63;29;
Folkungaskolan 1;24544503;Linköping;0580;Kommunal;Linköping;2120000449;302;96;127;79;64;14;79;
Folkungaskolan 2;25392789;Linköping;0580;Kommunal;Linköping;2120000449;406;127;122;157;73;11;77;
Folkungaskolan 3;64394770;Linköping;0580;Kommunal;Linköping;2120000449;38;20;9;9;66;100;..;
Framtidsgymnasiet Linköping;72109637;Linköping;0580;Enskild;Framtidsgymnasiet Öst AB;5565304481;159;55;59;45;17;54;27;
Fria Läroverken Linköping;69240218;Linköping;0580;Enskild;Fria Läroverken i Sverige AB;5569172041;429;165;130;134;39;24;61;
Hagströmska gymnasiet Linköping;14057258;Linköping;0580;Enskild;Hagströmska Gymnasiet AB;5567550461;106;45;32;29;19;13;22;
JENSEN Gymnasium Linköping;38460895;Linköping;0580;Enskild;Jensen Education College AB;5566358759;76;41;12;23;54;46;46;
Katedralskolan 1;53821161;Linköping;0580;Kommunal;Linköping;2120000449;543;152;183;208;58;21;83;
Katedralskolan 2;31199511;Linköping;0580;Kommunal;Linköping;2120000449;351;97;123;131;64;40;70;
Katedralskolan 3;12934438;Linköping;0580;Kommunal;Linköping;2120000449;338;120;124;94;59;12;71;
KLARA Teoretiska Gymnasium Linköping;43313366;Linköping;0580;Enskild;KLARA Gymnasium Kunskap AB;5566303938;471;153;159;159;65;27;57;
LBS Kreativa Gymnasiet Linköping;86787111;Linköping;0580;Enskild;Ljud & Bildskolan Lbs AB;5564851649;163;46;50;67;32;14;64;
Mediateknikerutbildningen, MTU;97868185;Linköping;0580;Enskild;Mediateknikerutbildningen, MTU AB;5564631983;124;41;38;45;32;19;60;
Praktiska Gymnasiet Linköping;81551726;Linköping;0580;Enskild;Praktiska Sverige AB;5562575786;138;57;50;31;37;21;30;
Realgymnasiet Linköping;77823650;Linköping;0580;Enskild;Lärande i Sverige AB;5565715892;245;89;81;75;40;26;46;
S:t Lars gymnasium;84476205;Linköping;0580;Kommunal;Linköping;2120000449;126;56;42;28;68;40;53;
Thoren Business School Linköping;37550979;Linköping;0580;Enskild;Thorengruppen AB;5566139290;170;45;56;69;49;83;31;
Vreta utbildningscentrum;52634142;Linköping;0580;Region;Region Östergötland;2321000040;459;161;144;154;42;..;48;
Yrkesgymnasiet Linköping;76195214;Linköping;0580;Enskild;Thorengruppen AB;5566139290;271;91;95;85;39;34;32;
RyssbyGymnasiet;32705515;Ljungby;0781;Enskild;Ryssbygymnasiet AB;5566214069;210;66;71;73;27;8;51;
Sunnerbogymnasiet 1;60214465;Ljungby;0781;Kommunal;Ljungby;2120000670;276;145;73;58;36;39;39;
Sunnerbogymnasiet 2;70137084;Ljungby;0781;Kommunal;Ljungby;2120000670;324;101;129;94;42;21;51;
Sunnerbogymnasiet 3;82002016;Ljungby;0781;Kommunal;Ljungby;2120000670;243;88;69;86;51;34;64;
Sunnerbogymnasiet 4;21901328;Ljungby;0781;Kommunal;Ljungby;2120000670;74;30;28;16;91;26;36;
Slottegymnasiet;23306658;Ljusdal;2161;Kommunal;Ljusdal;2120002320;498;168;145;185;47;22;37;
Träutbildningar i Hälsingland;57350392;Ljusdal;2161;Enskild;Träutbildningar i Hälsingland AB;5567796718;49;17;13;19;..;..;47;
ABB Industrigymnasium Ludvika;97535124;Ludvika;2085;Enskild;Industritekniska Gymnasiet Bergslagen AB;5566081740;106;35;36;35;42;19;75;
VBU Högbergsskolan 1;11102578;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;335;119;106;110;71;22;42;
VBU Högbergsskolan 2;69306209;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;292;111;81;100;23;27;45;
VBU Högbergsskolan 3;34488594;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;26;26;.;.;..;..;..;
VBU Malmen;92651253;Ludvika;2085;Kommunal;Västerbergslagens Utbildningsförbund,VBU;2220000802;119;39;37;43;25;..;30;
Luleå gymnasieskola, skolenhet A;31740319;Luleå;2580;Kommunal;Luleå;2120002742;154;48;47;59;75;25;46;
Luleå gymnasieskola, skolenhet B;10129345;Luleå;2580;Kommunal;Luleå;2120002742;292;105;100;87;66;14;64;
Luleå gymnasieskola, skolenhet C;17944628;Luleå;2580;Kommunal;Luleå;2120002742;419;148;144;127;74;14;68;
Luleå gymnasieskola, skolenhet D;82826083;Luleå;2580;Kommunal;Luleå;2120002742;186;77;61;48;18;19;39;
Luleå gymnasieskola, skolenhet E;94468610;Luleå;2580;Kommunal;Luleå;2120002742;188;68;69;51;68;35;48;
Luleå gymnasieskola, skolenhet F;94090461;Luleå;2580;Kommunal;Luleå;2120002742;267;104;91;72;43;6;78;
Luleå gymnasieskola, skolenhet G;12954099;Luleå;2580;Kommunal;Luleå;2120002742;287;85;102;100;24;11;74;
Luleå gymnasieskola, skolenhet H;80931789;Luleå;2580;Kommunal;Luleå;2120002742;345;117;106;122;46;21;74;
Luleå Gymnasieskola, skolenhet I;91165303;Luleå;2580;Kommunal;Luleå;2120002742;22;8;10;4;64;..;50;
Luleå Gymnasieskola, skolenhet J;84098842;Luleå;2580;Kommunal;Luleå;2120002742;168;51;55;62;73;13;50;
NTI Gymnasiet Luleå;90473340;Luleå;2580;Enskild;NTI Gymnasiet Macro AB;5561203679;163;63;46;54;15;18;60;
Praktiska Gymnasiet Luleå;26167236;Luleå;2580;Enskild;Praktiska Sverige AB;5562575786;263;111;91;61;48;15;37;
Consensum Gymnasium Lund;69807202;Lund;1281;Enskild;Consensum Lund AB;5566023684;264;89;93;82;73;53;47;
Drottning Blankas Gymnasieskola Lund;64648904;Lund;1281;Enskild;DBGY Kronan AB;5565668794;370;137;127;106;58;17;62;
Flyinge Hästsportgymnasium;43450482;Lund;1281;Enskild;Flyinge Aktiebolag;5563792927;23;9;14;.;96;..;57;
Gymnasieskolan Spyken;75939593;Lund;1281;Kommunal;Lund;2120001132;1 222;412;407;403;67;14;90;
Gymnasieskolan Vipan;63035915;Lund;1281;Kommunal;Lund;2120001132;1 162;517;310;335;35;34;36;
Hedda Anderssongymnasiet;20763964;Lund;1281;Kommunal;Lund;2120001132;432;175;134;123;26;32;68;
Hvilan Gymnasium Lund;36208931;Lund;1281;Enskild;Hvilan Utbildning AB;5566066980;144;62;74;8;52;31;69;
JENSEN Gymnasium Lund;26324896;Lund;1281;Enskild;Jensen Education College AB;5566358759;250;87;82;81;56;26;62;
Katedralskolan;56639389;Lund;1281;Kommunal;Lund;2120001132;1 523;486;524;513;57;22;88;
Lars-Erik Larssongymnasiet;95700485;Lund;1281;Enskild;Lars-Erik Larsson Gymnasiet;8465021015;179;67;53;59;65;14;91;
LBS Kreativa Gymnasiet Lund;51449748;Lund;1281;Enskild;Ljud & Bildskolan Lbs AB;5564851649;408;149;129;130;25;16;74;
Lunds Dans- o Musikalgymnasium;28267726;Lund;1281;Enskild;Dans o Musikal i Lund AB;5566981766;181;62;62;57;88;10;82;
Lunds Fordonstekniska Gymn.;28848709;Lund;1281;Enskild;Lunds Fordonstekniska Gymnasium AB;5566426630;62;23;16;23;..;50;39;
NTI Gymnasiet Lund;12613085;Lund;1281;Enskild;NTI Gymnasiet Macro AB;5561203679;171;61;57;53;..;32;61;
NTI Vetenskapsgymnasiet Lund;15783533;Lund;1281;Enskild;NTI Gymnasiet Macro AB;5561203679;12;12;.;.;..;..;100;
Polhemskolan;53896162;Lund;1281;Kommunal;Lund;2120001132;2 628;940;838;850;49;16;81;
ProCivitas Privata Gymnasium Lund;17779637;Lund;1281;Enskild;ProCivitas Privata Gymnasium AB;5566157102;329;100;124;105;64;17;67;
Realgymnasiet i Lund;11185244;Lund;1281;Enskild;Lärande i Sverige AB;5565715892;282;85;111;86;73;15;53;
Sveriges Ridgymnasium Flyinge;56211717;Lund;1281;Enskild;Sveriges Ridgymnasium AB;5566814504;64;17;26;21;97;..;61;
Thoren Innovation School Lund;66824652;Lund;1281;Enskild;Thoren Innovation School AB;5568902653;223;62;61;100;16;49;58;
Tannbergsskolan 1;49168016;Lycksele;2481;Kommunal;Lycksele;2120002635;194;63;57;74;30;15;58;
Tannbergsskolan 2;32042066;Lycksele;2481;Kommunal;Lycksele;2120002635;108;38;42;28;20;29;36;
Tannbergsskolan 3;50821167;Lycksele;2481;Kommunal;Lycksele;2120002635;90;32;19;39;76;40;31;
Tannbergsskolan 4;71929526;Lycksele;2481;Kommunal;Lycksele;2120002635;155;47;58;50;50;21;45;
Gullmarsgymnasiet 1;92814975;Lysekil;1484;Kommunal;Lysekil;2120001389;222;79;66;77;31;31;37;
Gullmarsgymnasiet 2;60873719;Lysekil;1484;Kommunal;Lysekil;2120001389;307;116;91;100;62;17;64;
4ans Gymnasium;28085125;Malmö;1280;Enskild;4ans Gymnasium AB;5567622682;110;42;39;29;60;78;36;
Agnesfrids gymnasium;28770304;Malmö;1280;Kommunal;Malmö;2120001124;243;146;47;50;13;67;27;
Bellevue gymnasium;86483208;Malmö;1280;Kommunal;Malmö;2120001124;145;66;61;18;42;65;29;
Bladins gymnasium;21938183;Malmö;1280;Enskild;Bladins Skola, Stiftelsen;8460010948;182;73;42;67;40;38;73;
Bladins International School of Malmö;78986228;Malmö;1280;Enskild;Bladins Skola, Stiftelsen;8460010948;45;.;26;19;58;80;67;
Bryggeriets Gymnasium;71472793;Malmö;1280;Enskild;Bryggeriets Bildnings Byrå (Bbb);8465017070;176;63;60;53;49;41;55;
Cybergymnasiet Malmö;69063711;Malmö;1280;Enskild;Cybergymnasiet Malmö AB;5565693289;373;148;113;112;46;58;42;
Drottning Blankas Gymnasieskola Malmö Möllan;77609073;Malmö;1280;Enskild;DBGY Kronan AB;5565668794;144;48;46;50;60;53;35;
Drottning Blankas Gymnasieskola Malmö Möllan 2;31155312;Malmö;1280;Enskild;DBGY Juvelen AB;5565789129;15;15;.;.;..;73;..;
Drottning Blankas Gymnasieskola Malmö Söderport;35894996;Malmö;1280;Enskild;DBGY Kronan AB;5565668794;339;115;114;110;78;44;41;
Einar Hansengymnasiet;12926770;Malmö;1280;Enskild;Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet;8450003481;224;77;74;73;69;85;51;
Framtidsgymnasiet Malmö;17119840;Malmö;1280;Enskild;Framtidsgymnasiet i Sverige AB;5565755500;247;129;60;58;..;82;18;
Fria Läroverken Malmö;68748767;Malmö;1280;Enskild;Fria Läroverken i Sverige AB;5569172041;364;144;117;103;50;63;33;
Heleneholmskolans gymnasium;61320691;Malmö;1280;Kommunal;Malmö;2120001124;343;342;.;1;44;96;15;
JENSEN Gymnasium Malmö;48593439;Malmö;1280;Enskild;Jensen Education College AB;5566358759;269;110;87;72;59;70;51;
KLARA Teoretiska Gymnasium Malmö;23548714;Malmö;1280;Enskild;KLARA Gymnasium Bildning AB;5565286696;224;86;68;70;64;79;37;
Kunskapsgymnasiet Malmö;91773491;Malmö;1280;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;362;144;110;108;61;96;42;
LBS Kreativa Gymnasiet Malmö;97931189;Malmö;1280;Enskild;Ljud & Bildskolan Lbs AB;5564851649;80;80;.;.;21;41;61;
Malmö Borgarskola Ro 1;30361243;Malmö;1280;Kommunal;Malmö;2120001124;1 361;501;460;400;53;52;65;
Malmö Idrottsgymnasium Ro1;25596917;Malmö;1280;Kommunal;Malmö;2120001124;454;167;142;145;42;19;67;
Malmö Latinskola Ro 1;65722876;Malmö;1280;Kommunal;Malmö;2120001124;1 107;388;388;331;69;21;78;
Malmö lärlingscenter;65407241;Malmö;1280;Kommunal;Malmö;2120001124;168;82;46;40;51;51;30;
Malmö Restaurangskola;11608031;Malmö;1280;Kommunal;Malmö;2120001124;151;72;39;40;34;45;38;
NTI Gymnasiet Malmö;52129378;Malmö;1280;Enskild;NTI Gymnasiet Macro AB;5561203679;300;102;99;99;5;47;57;
Pauliskolan;65381163;Malmö;1280;Kommunal;Malmö;2120001124;995;371;325;299;42;57;51;
Peabskolan Malmö;98541468;Malmö;1280;Enskild;Peabskolan AB;5564427432;102;42;33;27;..;42;28;
Praktiska Gymnasiet Malmö City;25648215;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;278;112;77;89;46;79;23;
Praktiska Gymnasiet Malmö Limhamn;61823258;Malmö;1280;Enskild;Praktiska Sverige AB;5562575786;217;78;64;75;35;55;27;
ProCivitas Privata Gymnasium Malmö;84424083;Malmö;1280;Enskild;ProCivitas Privata Gymnasium AB;5566157102;728;252;214;262;58;17;81;
Realgymnasiet Malmö;39178171;Malmö;1280;Enskild;Lärande i Sverige AB;5565715892;111;43;30;38;77;16;50;
Rytmus Malmö;49231191;Malmö;1280;Enskild;Rytmus AB;5564648979;175;62;61;52;56;19;66;
S:t Petri skola;78231062;Malmö;1280;Kommunal;Malmö;2120001124;841;310;281;250;63;26;82;
TAU Hantverksskola Gymnasium;79994304;Malmö;1280;Enskild;TAU Learning Aktiebolag;5566866082;111;64;35;12;36;80;23;
Thoren Business School Malmö;10481541;Malmö;1280;Enskild;Thorengruppen AB;5566139290;415;143;134;138;48;84;39;
Thoren Innovation School Malmö 2;45355980;Malmö;1280;Enskild;Thoren Innovation School AB;5568902653;156;48;63;45;22;62;50;
Universitetsholmens gymnasium;68006362;Malmö;1280;Kommunal;Malmö;2120001124;577;209;183;185;40;59;32;
Valdemarsro gymnasium;70200717;Malmö;1280;Kommunal;Malmö;2120001124;12;12;.;.;..;..;..;
Yrkesgymnasiet Malmö;86762103;Malmö;1280;Enskild;Thorengruppen AB;5566139290;273;108;97;68;30;54;29;
Malung-Sälens gymnasieskola;68381790;Malung-Sälen;2023;Kommunal;Malung-Sälen;2120002148;338;124;91;123;33;16;51;
Malå gymnasieskola;73138140;Malå;2418;Kommunal;Malå;2120002866;16;5;4;7;..;88;..;
Vadsbogymnasiet;13006857;Mariestad;1493;Kommunal;Mariestad;2120001686;740;287;230;223;44;26;52;
Vänergymnasiet;76007769;Mariestad;1493;Enskild;Vänergymnasiet AB;5566269014;155;56;51;48;41;..;32;
Marks Gymnasieskola, enhet A;60294546;Mark;1463;Kommunal;Mark;2120001504;202;71;59;72;45;26;48;
Marks Gymnasieskola, enhet B;60183866;Mark;1463;Kommunal;Mark;2120001504;248;133;73;42;52;30;43;
Marks Gymnasieskola, enhet C;60155358;Mark;1463;Kommunal;Mark;2120001504;195;70;51;74;66;9;57;
Marks Gymnasieskola, enhet D;60878131;Mark;1463;Kommunal;Mark;2120001504;279;106;100;73;28;13;52;
Strömma Naturbrukscentrum;93486713;Mark;1463;Enskild;Strömma Naturbrukscentrum AB;5590488465;165;59;48;58;82;..;53;
Gymnasieskolan;58187973;Markaryd;0767;Kommunal;Markaryd;2120000654;329;125;97;107;40;39;34;
Dahlstiernska gymnasiet;88894245;Mellerud;1461;Kommunal;Mellerud;2120001488;140;55;34;51;38;36;21;
Mjölby gymnasium 1;31870541;Mjölby;0586;Kommunal;Mjölby;2120000480;168;74;58;36;56;48;35;
Mjölby gymnasium 2;71160225;Mjölby;0586;Kommunal;Mjölby;2120000480;233;80;73;80;53;31;43;
Mjölby gymnasium 3;80376589;Mjölby;0586;Kommunal;Mjölby;2120000480;128;47;36;45;22;12;37;
Mjölby gymnasium 4;67752682;Mjölby;0586;Kommunal;Mjölby;2120000480;163;53;62;48;16;15;44;
Mora gymnasium, ro 1;44672598;Mora;2062;Kommunal;Mora;2120002213;509;176;163;170;53;12;64;
Mora gymnasium, ro 2;75340089;Mora;2062;Kommunal;Mora;2120002213;488;183;166;139;40;22;38;
Carlsund utbildningscentrum 1;36670439;Motala;0583;Kommunal;Motala;2120002817;202;66;63;73;26;18;37;
Carlsund utbildningscentrum 2;22220001;Motala;0583;Kommunal;Motala;2120002817;185;68;56;61;38;21;37;
Carlsund utbildningscentrum 3;72351233;Motala;0583;Kommunal;Motala;2120002817;195;77;55;63;58;50;18;
Platengymnasiet 1;31822012;Motala;0583;Kommunal;Motala;2120002817;326;116;113;97;58;30;54;
Platengymnasiet 2;83161201;Motala;0583;Kommunal;Motala;2120002817;294;97;85;112;47;23;75;
Dinglegymnasiet;97090958;Munkedal;1430;Enskild;Naturbruk Väst AB;5590475611;59;24;10;25;73;..;32;
Kunskapens hus, IM;58583587;Munkedal;1430;Kommunal;Munkedal;2120001330;57;20;14;23;25;68;23;
Lärlingsgymnasiet i Munkedal;15100079;Munkedal;1430;Enskild;Lärlingsgymnasiet i Sverige AB;5567628176;135;68;42;25;30;16;21;
Processtekniska Gymnasiet;55421481;Munkedal;1430;Kommunal;Munkedal;2120001330;25;4;9;12;..;..;48;
Franklins gymnasium;76562396;Mölndal;1481;Kommunal;Mölndal;2120001363;141;81;60;.;40;18;79;
Krokslättsgymnasiet Skolenhet 1;76470241;Mölndal;1481;Kommunal;Mölndal;2120001363;128;106;22;.;67;59;34;
Krokslättsgymnasiet Skolenhet 2;99356671;Mölndal;1481;Kommunal;Mölndal;2120001363;199;120;52;27;60;52;33;
