Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Antal elever
Valt läsår: 2020/21


Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Antal elever skolår 1;Antal elever skolår 2;Antal elever skolår 3;Andel kvinnor (%);Andel m utl bakgr (%);Andel m högutb föräldrar (%);
Kristofferskolan, gy;53760158;Stockholm;0180;Enskild;Stiftelsen Kristofferskolan;8020018720;166;47;60;59;58;13;86;
Kulturama gymnasium;78422467;Stockholm;0180;Enskild;Medborgarskolan Stockholmsregionen;8020060524;538;177;187;174;71;13;76;
Kulturama Gymnasium Natur;37802196;Stockholm;0180;Enskild;Medborgarskolans Friskolor i Stockholm AB;5565684965;70;27;27;16;76;17;80;
Kungl. Svenska Balettskolan gy 38683336;38683336;Stockholm;0180;Kommunal;Stockholm;2120000142;38;20;7;11;66;..;84;
Kungsh gy/Sthlms Musikgy 74812809;74812809;Stockholm;0180;Kommunal;Stockholm;2120000142;1 295;500;415;380;66;26;87;
Kungsholmens Västra Gymnasium 95618280;95618280;Stockholm;0180;Kommunal;Stockholm;2120000142;944;319;312;313;67;67;46;
Kungstensgymnasiet;75075402;Stockholm;0180;Enskild;Folkuniversitetet Stift Kursverksamheten Vid Stockholms Universitet;8020064096;493;176;175;142;71;14;76;
Kunskapsgymnasiet Globen;26326048;Stockholm;0180;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;452;165;150;137;51;45;50;
Kärrtorps gymnasium 37839488;37839488;Stockholm;0180;Kommunal;Stockholm;2120000142;411;198;112;101;51;80;38;
LBS Kreativa Gymnasiet Stockholm Södra;46256929;Stockholm;0180;Enskild;Ljud & Bildskolan Lbs AB;5564851649;399;158;116;125;28;24;67;
Liljeholmens gymnasium 59409052;59409052;Stockholm;0180;Kommunal;Stockholm;2120000142;127;127;.;.;46;97;..;
Lilla Akademiens Musikgymn.;83374651;Stockholm;0180;Enskild;Musikskolan Lilla Akademien AB;5565510756;142;42;49;51;53;22;85;
Lycée Francais Saint Louis, gy;59796774;Stockholm;0180;Enskild;Lycée Francais Saint-Louis;9020041852;122;40;45;37;48;64;78;
Magelungens Gymnasium Liljeholmen;56942970;Stockholm;0180;Enskild;Magelungen Utveckling AB;5564891447;72;38;19;15;42;33;43;
Magelungens gymnasium Södermalm;24147242;Stockholm;0180;Enskild;Magelungen Utveckling AB;5564891447;134;98;16;20;51;15;64;
Midsommarkransens gy 17675502;17675502;Stockholm;0180;Kommunal;Stockholm;2120000142;728;262;256;210;45;39;49;
Nordiska Musikgymnasiet;30762346;Stockholm;0180;Enskild;Nordiska Musikgymnasiet AB;5565851507;46;15;18;13;72;..;83;
Norra Real 82964090;82964090;Stockholm;0180;Kommunal;Stockholm;2120000142;1 018;362;352;304;66;14;90;
NTI Gymnasiet Gärdet;92204274;Stockholm;0180;Enskild;NTI Gymnasiet Ellips AB;5565970471;90;25;17;48;12;46;56;
NTI Gymnasiet Stockholm;15390992;Stockholm;0180;Enskild;NTI Gymnasiet Macro AB;5561203679;843;283;280;280;20;20;72;
NTI Handelsgymnasiet Stockholm;15278518;Stockholm;0180;Enskild;NTI Gymnasiet Macro AB;5561203679;378;125;126;127;33;22;54;
NTI Vetenskapsgymnasiet Stockholm;50644850;Stockholm;0180;Enskild;NTI Gymnasiet Macro AB;5561203679;245;95;88;62;29;52;65;
Odengymnasiet;63943560;Stockholm;0180;Enskild;Värmdö Tekniska Utbildningar Aktiebolag, Vtu;5563836757;205;77;67;61;59;59;31;
P A Fogelströms gymnasium 24650116;24650116;Stockholm;0180;Kommunal;Stockholm;2120000142;653;225;222;206;51;10;84;
Praktiska Gymnasiet Stockholm Bromma;31998226;Stockholm;0180;Enskild;Praktiska Sverige AB;5562575786;93;38;23;32;13;42;33;
Praktiska Gymnasiet Stockholm Liljeholmen;38236800;Stockholm;0180;Enskild;Praktiska Sverige AB;5562575786;391;152;115;124;35;43;34;
ProCivitas Privata Gymnasium Stockholm;59359012;Stockholm;0180;Enskild;ProCivitas Privata Gymnasium AB;5566157102;393;135;129;129;66;12;72;
Påhlmans gymnasium;16784385;Stockholm;0180;Enskild;Medborgarskolans Friskolor i Stockholm AB;5565684965;364;124;123;117;50;20;63;
Realgymnasiet Stockholm;59026584;Stockholm;0180;Enskild;Lärande i Sverige AB;5565715892;713;255;222;236;81;16;46;
REFIS Rörentr. friskola Sthlm;79829846;Stockholm;0180;Enskild;REFIS Rörentreprenörernas Friskola i Stockholm A;5566285994;133;45;47;41;..;18;41;
RGRH Stockholm, Riksgymnasium  för rörelsehindrade elever 89963319;89963319;Stockholm;0180;Kommunal;Stockholm;2120000142;28;4;9;15;36;36;46;
Sjölins gymnasium Södermalm;24339566;Stockholm;0180;Enskild;Sjölins Gymnasium AB;5563758399;672;220;254;198;66;11;78;
Sjölins Gymnasium Vasastan;87844327;Stockholm;0180;Enskild;Sjölins Gymnasium AB;5563758399;382;160;127;95;52;20;67;
Sjömansskolan;20061769;Stockholm;0180;Enskild;Sjömansskolan Stockholm AB;5565662409;61;23;19;19;..;16;59;
Snitz Gymnasium;95154882;Stockholm;0180;Enskild;Swedish Education Group AB;5565042255;206;60;83;63;26;17;55;
Sofiaängens skola;86086213;Stockholm;0180;Enskild;Sofiaängen AB;5565980942;27;18;7;2;52;..;78;
Spånga Gymnasium 52333875;52333875;Stockholm;0180;Kommunal;Stockholm;2120000142;390;155;126;109;63;49;44;
S:t Eriks gymnasium 65666808;65666808;Stockholm;0180;Kommunal;Stockholm;2120000142;1 109;411;424;274;50;34;56;
Sthlm hotell & restaurangsk 30677562;30677562;Stockholm;0180;Kommunal;Stockholm;2120000142;513;163;172;178;46;31;43;
Sthlm Transport- och fordonstekniska gymnasiet 85054102;85054102;Stockholm;0180;Kommunal;Stockholm;2120000142;237;75;86;76;8;42;32;
Stift. Sthlm Intern. School gy;89693952;Stockholm;0180;Enskild;Stiftelsen Stockholm International School;8024264775;177;67;52;58;47;79;60;
Stiftelsen KFUM Söder Fryshuset, Fryshusets Gymnasium;24759907;Stockholm;0180;Enskild;Stiftelsen Fryshuset;8020111582;991;403;308;280;49;42;52;
Stockholm Science & Innovation School 78433202, SSIS;78433202;Stockholm;0180;Kommunal;Stockholm;2120000142;395;130;129;136;13;20;83;
Stockholms byggtekniska gymnasium 41631104;41631104;Stockholm;0180;Kommunal;Stockholm;2120000142;32;.;.;32;..;63;31;
Stockholms Estetiska Gymnasium;35366805;Stockholm;0180;Enskild;Stockholms Estetiska Gymnasium Ek. För.;7696029995;248;90;85;73;73;16;75;
Stockholms Idrottsgymnasium;31315191;Stockholm;0180;Enskild;Stockholms Idrottsgymnasium AB;5567379226;374;126;125;123;49;11;81;
Södra Latins gymnasium 89370947;89370947;Stockholm;0180;Kommunal;Stockholm;2120000142;1 135;392;379;364;72;16;85;
Teknik & Service Gymnasiet;18451445;Stockholm;0180;Enskild;Ludus AB;5568879018;113;40;35;38;..;50;35;
Thoren Business School Stockholm;48555205;Stockholm;0180;Enskild;Thorengruppen AB;5566139290;764;280;223;261;59;55;54;
Thoren Innovation School Kista;31313926;Stockholm;0180;Enskild;Thoren Innovation School AB;5568902653;64;18;39;7;..;63;39;
Thorildsplans gymnasium 32116280;32116280;Stockholm;0180;Kommunal;Stockholm;2120000142;1 412;479;476;457;30;31;69;
Tibble Gymnasium Campus Kista;43565270;Stockholm;0180;Enskild;Atleticagymnasiet AB;5567799035;271;46;98;127;46;87;32;
Tyska skolan;53175499;Stockholm;0180;Enskild;Tyska Skolföreningen;8020056530;98;32;28;38;51;57;88;
Viktor Rydberg gy. Jarlaplan;64388538;Stockholm;0180;Enskild;Stiftelsen Viktor Rydbergs Skolor;8120005650;544;179;181;184;80;7;89;
Viktor Rydberg gy. Odenplan;52153758;Stockholm;0180;Enskild;Stiftelsen Viktor Rydbergs Skolor;8120005650;670;235;213;222;67;20;87;
Yrkesgymnasiet Skarpnäck;16501673;Stockholm;0180;Enskild;Thorengruppen AB;5566139290;213;80;75;58;33;58;23;
Östra Reals gymnasium 99755443;99755443;Stockholm;0180;Kommunal;Stockholm;2120000142;1 217;444;388;385;59;17;82;
Lundsbergs gymnasieskola;30167976;Storfors;1760;Enskild;Stiftelsen Lundsbergs Skola;8740019362;222;75;84;63;46;14;74;
Luspengymnasiet;50104466;Storuman;2421;Kommunal;Storuman;2120002577;87;20;32;35;34;44;18;
Tärnaby Alpina Gymnasium;28004794;Storuman;2421;Kommunal;Storuman;2120002577;26;10;9;7;42;..;88;
Europaskolan Strängnäs;32071849;Strängnäs;0486;Enskild;Europaskolan Utbildning AB;5567478416;478;160;165;153;62;16;81;
Thomasgymnasiet;79845033;Strängnäs;0486;Kommunal;Strängnäs;2120000365;520;243;133;144;40;27;47;
Strömstad Gymnasium, SGY1;70036612;Strömstad;1486;Kommunal;Strömstad;2120001405;153;68;47;38;33;43;25;
Strömstad Gymnasium, SGY2;36936260;Strömstad;1486;Kommunal;Strömstad;2120001405;205;64;77;64;61;29;45;
Hjalmar Strömerskolan;59386837;Strömsund;2313;Kommunal;Strömsund;2120002486;303;111;110;82;40;28;39;
NTI Gymnasiet Sundbyberg;17276047;Sundbyberg;0183;Enskild;NTI Gymnasiet Ellips AB;5565970471;163;48;55;60;8;51;47;
S:t Martins gymnasium;73217812;Sundbyberg;0183;Kommunal;Sundbyberg;2120000175;300;115;90;95;63;50;31;
Viktor Rydberg gy. Sundbyberg;78825169;Sundbyberg;0183;Enskild;Stiftelsen Viktor Rydbergs Skolor;8120005650;416;256;160;.;44;26;76;
Drottning Blankas Gymnasieskola Sundsvall;36769815;Sundsvall;2281;Enskild;DBGY Juvelen AB;5565789129;119;51;35;33;96;12;42;
KLARA Teoretiska Gymnasium Sundsvall;21382451;Sundsvall;2281;Enskild;KLARA Gymnasium Lärande AB;5565583282;286;97;95;94;69;19;66;
NTI Gymnasiet Sundsvall;48244956;Sundsvall;2281;Enskild;NTI Gymnasiet Macro AB;5561203679;260;88;74;98;13;10;58;
Praktiska Gymnasiet Sundsvall;16931486;Sundsvall;2281;Enskild;Praktiska Sverige AB;5562575786;299;104;99;96;26;33;35;
Realgymnasiet i Sundsvall;92489953;Sundsvall;2281;Enskild;Lärande i Sverige AB;5565715892;120;46;36;38;85;..;48;
Skvaderns gymnasieskola;43873969;Sundsvall;2281;Enskild;Norrlidens Kunskapscentrum AB;5566178215;566;192;186;188;71;10;80;
Sundsvalls Gymn. Hedbergska 2;55825382;Sundsvall;2281;Kommunal;Sundsvall;2120002411;388;120;145;123;55;9;69;
Sundsvalls Gymn. Hedbergska 3;19306558;Sundsvall;2281;Kommunal;Sundsvall;2120002411;194;68;64;62;55;26;34;
Sundsvalls Gymn. Hedbergska 4;35301145;Sundsvall;2281;Kommunal;Sundsvall;2120002411;66;21;24;21;58;23;38;
Sundsvalls Gymn. Västermalm 1;24993048;Sundsvall;2281;Kommunal;Sundsvall;2120002411;218;60;81;77;67;22;59;
Sundsvalls Gymn. Västermalm 2;70132092;Sundsvall;2281;Kommunal;Sundsvall;2120002411;270;94;89;87;6;8;44;
Sundsvalls Gymn. Västermalm 3;36290964;Sundsvall;2281;Kommunal;Sundsvall;2120002411;132;132;.;.;35;98;10;
Sundsvalls Gymn. Västermalm 4;65034473;Sundsvall;2281;Kommunal;Sundsvall;2120002411;134;72;42;20;43;17;26;
Sundsvalls Gymn. Västermalm 5;13084253;Sundsvall;2281;Kommunal;Sundsvall;2120002411;472;181;146;145;28;10;67;
Sundsvalls gymnasium, Hedbergska 1;89793044;Sundsvall;2281;Kommunal;Sundsvall;2120002411;419;146;141;132;62;16;60;
Thoren Business School Sundsvall;59942080;Sundsvall;2281;Enskild;Thorengruppen AB;5566139290;212;82;56;74;50;43;41;
Sunne Gymnasieskola / Broby;66273269;Sunne;1766;Kommunal;Sunne;2120001843;168;55;62;51;41;27;41;
Sunne Gymnasieskola / Södra Viken;82888663;Sunne;1766;Kommunal;Sunne;2120001843;194;64;65;65;23;..;41;
Viljan;23384476;Surahammar;1907;Enskild;Viljan Friskola AB;5567777775;37;14;7;16;35;..;54;
Svalöfs gymnasium;11275959;Svalöv;1214;Kommunal;Svalöv;2120000993;432;162;127;143;32;16;33;
Nils Fredriksson Utbildning, gymnasium;58518163;Svedala;1263;Kommunal;Svedala;2120001074;224;89;68;67;51;24;50;
Sveriges Ridgymnasium Svedala;50615280;Svedala;1263;Enskild;Sveriges Ridgymnasium AB;5566814504;84;26;31;27;99;..;56;
Gymnasieutbildn. i Svenljunga;11681103;Svenljunga;1465;Kommunal;Svenljunga;2120001512;6;6;.;.;..;..;..;
Naturbruksskolan Svenljunga;19035583;Svenljunga;1465;Region;Västra Götalandsregionen;2321000131;100;32;34;34;..;..;51;
Herrgårdsgymnasiet A;27993549;Säffle;1785;Kommunal;Säffle;2120001900;372;147;106;119;33;19;34;
Dahlander kunskapscentrum;69985412;Säter;2082;Kommunal;Säter;2120002247;60;41;19;.;62;62;..;
Aleholm;37912396;Sävsjö;0684;Kommunal;Sävsjö;2120000563;301;123;70;108;52;38;46;
Staffangymnasiet RO6;45593337;Söderhamn;2182;Kommunal;Hälsinglands Utbildningsförbund;2220003111;374;143;119;112;50;33;53;
Staffangymnasiet RO7;90312942;Söderhamn;2182;Kommunal;Hälsinglands Utbildningsförbund;2220003111;303;113;98;92;30;19;30;
Nyströmska skolan 1;10226870;Söderköping;0582;Kommunal;Söderköping;2120000464;113;52;29;32;43;49;38;
Nyströmska skolan 2;19839859;Söderköping;0582;Kommunal;Söderköping;2120000464;135;44;41;50;40;26;52;
Järna Naturbruksgymnasium;80280597;Södertälje;0181;Enskild;Nibblestiftelsen;8020024405;33;9;13;11;42;..;64;
Morabergs studiecentrum;97651849;Södertälje;0181;Kommunal;Södertälje;2120000159;228;116;65;47;56;89;14;
Mälardalens Tekniska Gymnasium;67628478;Södertälje;0181;Enskild;Mälardalens Tekniska Gymnasium Aktiebolag;5565484754;216;72;71;73;21;15;78;
Novalisgymnasiet;68485877;Södertälje;0181;Enskild;Stiftelsen Novalis;8156008172;51;19;12;20;35;..;43;
NTI Gymnasiet Södertälje;37517404;Södertälje;0181;Enskild;NTI Gymnasiet Macro AB;5561203679;134;45;52;37;..;60;38;
Praktiska Gymnasiet Södertälje;29159460;Södertälje;0181;Enskild;Praktiska Sverige AB;5562575786;271;110;84;77;45;52;27;
S:ta Ragnhildgymnasiet;32057701;Södertälje;0181;Enskild;S:ta Ragnhildgymnasiet AB;5564065687;236;88;76;72;55;44;67;
Torekällgymnasiet;43601850;Södertälje;0181;Kommunal;Södertälje;2120000159;228;97;71;60;17;45;27;
Täljegymnasiet;30615080;Södertälje;0181;Kommunal;Södertälje;2120000159;634;251;205;178;47;73;45;
Vackstanäsgymnasiet;89630851;Södertälje;0181;Enskild;Stiftelsen Otto och Signe Broms Hemskola Å Vackstanäs;8156000690;216;73;69;74;51;12;52;
Wendela Hebbe gymnasiet;25178582;Södertälje;0181;Kommunal;Södertälje;2120000159;132;.;65;67;55;33;49;
Örjanskolan gym;70543431;Södertälje;0181;Enskild;Föreningen Örjanskolan;8156005103;76;24;24;28;50;26;76;
Furulundsskolan 1;23476801;Sölvesborg;1083;Kommunal;Sölvesborgs-Bromöllas Kommunalförbund;2220001222;238;83;79;76;21;25;50;
Furulundsskolan 2;86351879;Sölvesborg;1083;Kommunal;Sölvesborgs-Bromöllas Kommunalförbund;2220001222;405;163;110;132;54;27;44;
Tanums Gymnasium;14586562;Tanum;1435;Kommunal;Tanum;2120001348;14;14;.;.;..;93;..;
Nyboskolan - gymnasieskola;74322969;Tibro;1472;Kommunal;Tibro;2120001660;14;14;.;.;..;..;..;
Rudbecksgymnasiet 1;90260899;Tidaholm;1498;Kommunal;Tidaholm;2120001736;229;94;77;58;42;17;48;
Rudbecksgymnasiet 2;69302313;Tidaholm;1498;Kommunal;Tidaholm;2120001736;81;28;23;30;60;32;25;
Högbergsskolan;31057219;Tierp;0360;Kommunal;Tierp;2120000266;574;272;141;161;40;30;36;
Timrå gymnasium 1;27079521;Timrå;2262;Kommunal;Timrå;2120002395;323;119;106;98;41;18;48;
Timrå gymnasium 2;47864446;Timrå;2262;Kommunal;Timrå;2120002395;40;36;4;.;35;53;..;
AMB Education;33572033;Tingsryd;0763;Enskild;Academy of Music and Business Education Tingsryd AB;5568792997;142;41;53;48;50;11;60;
Wasaskolan;64579522;Tingsryd;0763;Kommunal;Tingsryd;2120000621;247;101;73;73;35;44;30;
Bollerups lantbruksinstitut;65234368;Tomelilla;1270;Enskild;Bollerups Lantbruksinstitut;8388001177;247;79;83;85;67;..;65;
Stjerneskolan;34381901;Torsby;1737;Kommunal;Torsby;2120001777;475;125;154;196;49;15;45;
Torsås korrespondensgymnasium 1;55150847;Torsås;0834;Kommunal;Torsås;2120000696;296;48;113;135;72;15;72;
Torsås Korrespondensgymnasium 2;90076461;Torsås;0834;Kommunal;Torsås;2120000696;292;31;106;155;81;13;67;
Tranemo gymnasieskola;60513602;Tranemo;1452;Kommunal;Tranemo;2120001462;353;128;100;125;39;40;35;
Holavedsgymnasiet FRB;95368476;Tranås;0687;Kommunal;Tranås;2120000597;63;20;22;21;68;..;63;
Holavedsgymnasiet SCD;76342612;Tranås;0687;Kommunal;Tranås;2120000597;322;133;96;93;42;38;49;
Holavedsgymnasiet TYM;14853321;Tranås;0687;Kommunal;Tranås;2120000597;422;162;143;117;50;27;47;
Söderslättsgymnasiet;26072400;Trelleborg;1287;Kommunal;Trelleborg;2120001199;1 132;415;401;316;42;22;49;
Drottning Blankas Gymnasieskola Trollhättan;25156286;Trollhättan;1488;Enskild;DBGY Kronan AB;5565668794;270;103;90;77;77;42;42;
Folkuniversitetets gymnasium i Trollhättan;28081446;Trollhättan;1488;Enskild;Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet;8572006313;338;132;116;90;71;17;71;
LBS Kreativa Gymnasiet Trollhättan;21400668;Trollhättan;1488;Enskild;Ljud & Bildskolan Lbs AB;5564851649;180;60;66;54;19;13;59;
Magnus Åbergsgymnasiet 1;92949043;Trollhättan;1488;Kommunal;Kunskapsförbundet Väst;2220002998;592;197;219;176;45;34;49;
Magnus Åbergsgymnasiet 3;92712591;Trollhättan;1488;Kommunal;Kunskapsförbundet Väst;2220002998;92;33;34;25;48;96;16;
Nils Ericsonsgymnasiet 1;84329061;Trollhättan;1488;Kommunal;Kunskapsförbundet Väst;2220002998;754;262;239;253;39;37;57;
Nils Ericsonsgymnasiet 2;84225089;Trollhättan;1488;Kommunal;Kunskapsförbundet Väst;2220002998;105;52;34;19;47;57;20;
Praktiska Gymnasiet Trollhättan;71969230;Trollhättan;1488;Enskild;Praktiska Sverige AB;5562575786;169;79;48;42;59;57;17;
Realgymnasiet Trollhättan;42500145;Trollhättan;1488;Enskild;Lärande i Sverige AB;5565715892;73;28;45;.;86;..;62;
Trosa Gymnasium;20862637;Trosa;0488;Kommunal;Trosa;2120002957;7;4;1;2;..;..;..;
Tyresö Gymnasium 1;91048178;Tyresö;0138;Kommunal;Tyresö;2120000092;429;168;161;100;29;38;28;
Mimers Gymnasium Täby;82718660;Täby;0160;Enskild;Adinova AB;5567797831;87;32;28;27;29;17;80;
Praktiska Gymnasiet Täby;76942525;Täby;0160;Enskild;Praktiska Sverige AB;5562575786;209;73;76;60;35;34;41;
Sparre Gymnasium;12399380;Täby;0160;Enskild;Upplevelse Utbildning i Täby AB;5567875413;102;41;28;33;31;41;52;
Tibble Gymnasium Campus Täby;31486865;Täby;0160;Enskild;Tibble Fristående Gymnasium TFG AB;5566978556;1 698;597;563;538;57;9;83;
Täby Enskilda gymnasium;97265732;Täby;0160;Enskild;Täby Enskilda Gymnasium AB;5565680112;890;297;298;295;66;12;84;
Täby språkintroduktion;86923395;Täby;0160;Kommunal;Täby;2120000118;40;12;28;.;38;100;..;
Täby Yrkesgymnasium;10373112;Täby;0160;Enskild;Täby Yrkesgymnasium AB;5562629179;131;39;56;36;14;44;33;
Åva gymnasium;61720981;Täby;0160;Kommunal;Täby;2120000118;1 263;476;418;369;35;20;74;
Gymn.utb. Töreboda Kanalskola;57446690;Töreboda;1473;Kommunal;Töreboda;2120001678;47;47;.;.;36;72;..;
Naturbruksskolan Sötåsen;25698509;Töreboda;1473;Region;Västra Götalandsregionen;2321000131;231;95;77;59;77;8;44;
Drottning Blankas Gymnasieskola Uddevalla;50424828;Uddevalla;1485;Enskild;DBGY Juvelen AB;5565789129;250;91;71;88;63;52;32;
Thoren Innovation School Uddevalla;82931004;Uddevalla;1485;Enskild;Thoren Innovation School AB;5568902653;108;36;26;46;..;38;48;
Uddevalla gymnasieskola, Agneberg BF;83584125;Uddevalla;1485;Kommunal;Uddevalla;2120001397;82;30;25;27;78;21;39;
Uddevalla gymnasieskola, Agneberg EK;95024660;Uddevalla;1485;Kommunal;Uddevalla;2120001397;304;110;87;107;62;17;65;
Uddevalla gymnasieskola, Agneberg EK-SA SPINT;32263814;Uddevalla;1485;Kommunal;Uddevalla;2120001397;99;28;37;34;59;26;72;
Uddevalla gymnasieskola, Agneberg GLU;16496466;Uddevalla;1485;Kommunal;Uddevalla;2120001397;169;60;48;61;52;22;42;
Uddevalla gymnasieskola, Agneberg HA;12075195;Uddevalla;1485;Kommunal;Uddevalla;2120001397;93;31;42;20;55;16;41;
Uddevalla gymnasieskola, Agneberg NB Häst;52279508;Uddevalla;1485;Kommunal;Uddevalla;2120001397;13;6;4;3;100;..;..;
Uddevalla gymnasieskola, Agneberg RL;62300682;Uddevalla;1485;Kommunal;Uddevalla;2120001397;69;18;30;21;67;..;48;
Uddevalla gymnasieskola, Agneberg SA;47393891;Uddevalla;1485;Kommunal;Uddevalla;2120001397;266;95;93;78;66;23;56;
Uddevalla gymnasieskola, Margretegärde IM;67785826;Uddevalla;1485;Kommunal;Uddevalla;2120001397;232;91;74;67;42;66;20;
Uddevalla gymnasieskola, Sinclair ES;11533776;Uddevalla;1485;Kommunal;Uddevalla;2120001397;252;86;81;85;75;17;58;
Uddevalla gymnasieskola, Östrabo 1 IN;71938440;Uddevalla;1485;Kommunal;Uddevalla;2120001397;55;15;18;22;..;36;29;
Uddevalla gymnasieskola, Östrabo 1 TE;28829503;Uddevalla;1485;Kommunal;Uddevalla;2120001397;281;93;95;93;26;14;76;
Uddevalla gymnasieskola, Östrabo 1 VO;97191332;Uddevalla;1485;Kommunal;Uddevalla;2120001397;165;48;44;73;82;58;32;
Uddevalla gymnasieskola, Östrabo Y BA;22811839;Uddevalla;1485;Kommunal;Uddevalla;2120001397;203;76;59;68;14;11;43;
Uddevalla gymnasieskola, Östrabo Y EE;33205596;Uddevalla;1485;Kommunal;Uddevalla;2120001397;63;32;13;18;..;..;38;
Uddevalla gymnasieskola, Östrabo Y FT;19930101;Uddevalla;1485;Kommunal;Uddevalla;2120001397;230;88;69;73;29;14;33;
Uddevalla Gymnasieskola, Östrabo Y GLU;60727136;Uddevalla;1485;Kommunal;Uddevalla;2120001397;51;21;14;16;43;..;37;
Uddevalla gymnasieskola, Östrabo Y HV;45132264;Uddevalla;1485;Kommunal;Uddevalla;2120001397;88;33;30;25;86;18;39;
Uddevalla gymnasieskola, Östrabo Y VF;61647360;Uddevalla;1485;Kommunal;Uddevalla;2120001397;59;26;16;17;..;..;49;
Uddevalla gymnasieskola,Östrabo 1 NA;98651664;Uddevalla;1485;Kommunal;Uddevalla;2120001397;229;91;68;70;58;41;73;
Introduktionsprogrammet;69504751;Ulricehamn;1491;Kommunal;Ulricehamn;2120001579;65;57;4;4;58;65;23;
Tingsholmsgymnasiets nationella program;33657492;Ulricehamn;1491;Kommunal;Ulricehamn;2120001579;517;164;170;183;42;22;52;
Dragonskolan BA;61622991;Umeå;2480;Kommunal;Umeå;2120002627;179;65;57;57;20;8;47;
Dragonskolan BF;66644568;Umeå;2480;Kommunal;Umeå;2120002627;191;62;65;64;60;19;54;
Dragonskolan EE;93659517;Umeå;2480;Kommunal;Umeå;2120002627;183;63;62;58;10;13;56;
Dragonskolan EK;79309485;Umeå;2480;Kommunal;Umeå;2120002627;342;93;122;127;60;7;77;
Dragonskolan GL;61175914;Umeå;2480;Kommunal;Umeå;2120002627;133;47;31;55;59;21;48;
Dragonskolan HV;73316818;Umeå;2480;Kommunal;Umeå;2120002627;93;31;31;31;99;..;54;
Dragonskolan IN;27859889;Umeå;2480;Kommunal;Umeå;2120002627;61;21;21;19;..;31;30;
Dragonskolan NA;16130958;Umeå;2480;Kommunal;Umeå;2120002627;234;60;85;89;54;24;74;
Dragonskolan RH;29161632;Umeå;2480;Kommunal;Umeå;2120002627;2;.;.;2;..;..;..;
Dragonskolan SA;82195565;Umeå;2480;Kommunal;Umeå;2120002627;276;91;91;94;67;12;78;
Dragonskolan TE;33596572;Umeå;2480;Kommunal;Umeå;2120002627;254;73;87;94;23;13;78;
Dragonskolan VF;45541222;Umeå;2480;Kommunal;Umeå;2120002627;35;12;12;11;..;..;57;
Dragonskolan VO;17812651;Umeå;2480;Kommunal;Umeå;2120002627;95;38;38;19;74;44;34;
Forslundagymnasiet GY;63451147;Umeå;2480;Kommunal;Umeå;2120002627;178;65;54;59;60;6;46;
Maja Beskowgymnasiet EK;99369969;Umeå;2480;Kommunal;Umeå;2120002627;48;26;22;.;46;27;56;
Maja Beskowgymnasiet GL;77042763;Umeå;2480;Kommunal;Umeå;2120002627;24;.;24;.;75;..;46;
Maja Beskowgymnasiet IM;99278657;Umeå;2480;Kommunal;Umeå;2120002627;71;.;.;71;46;100;..;
Maja Beskowgymnasiet NA;80776525;Umeå;2480;Kommunal;Umeå;2120002627;39;22;17;.;51;26;77;
Maja Beskowgymnasiet TE;67197536;Umeå;2480;Kommunal;Umeå;2120002627;60;42;18;.;..;22;78;
Midgårdsskolan ESBIL;51131594;Umeå;2480;Kommunal;Umeå;2120002627;81;32;23;26;85;..;78;
Midgårdsskolan ESDAN;89680395;Umeå;2480;Kommunal;Umeå;2120002627;40;10;13;17;93;..;70;
Midgårdsskolan ESEST;53696633;Umeå;2480;Kommunal;Umeå;2120002627;84;31;32;21;68;..;75;
Midgårdsskolan ESMUS;27440210;Umeå;2480;Kommunal;Umeå;2120002627;181;63;58;60;60;7;82;
Midgårdsskolan ESTEA;62758285;Umeå;2480;Kommunal;Umeå;2120002627;36;16;14;6;92;..;61;
Midgårdsskolan IM;37471443;Umeå;2480;Kommunal;Umeå;2120002627;148;97;51;.;45;55;25;
Midgårdsskolan NA;16218090;Umeå;2480;Kommunal;Umeå;2120002627;80;27;31;22;48;20;78;
Midgårdsskolan SA;64667996;Umeå;2480;Kommunal;Umeå;2120002627;147;63;30;54;69;14;69;
Minervagymnasium;23544320;Umeå;2480;Enskild;Minervaskolan i Umeå AB;5565735049;606;257;198;151;56;24;81;
NTI Gymnasiet Umeå;57668673;Umeå;2480;Enskild;NTI Gymnasiet Macro AB;5561203679;190;68;61;61;16;9;59;
Thoren Business School Umeå;69040241;Umeå;2480;Enskild;Thorengruppen AB;5566139290;140;41;53;46;46;35;39;
Umeå Elitidrottsgymnasium;77713695;Umeå;2480;Kommunal;Umeå;2120002627;384;138;127;119;41;6;77;
Umeå Waldorfskola, gy;49136871;Umeå;2480;Enskild;Stiftelsen Umeå Waldorfskola R Karlsson Mfl;8940012076;11;.;.;11;..;..;..;
Yrkesgymnasiet Umeå;91905819;Umeå;2480;Enskild;Thorengruppen AB;5566139290;151;55;51;45;42;32;36;
Väsby Nya Gymnasium;20855811;Upplands Väsby;0114;Kommunal;Upplands Väsby;2120000019;534;179;180;175;50;70;42;
Väsby Yrkesgymnasium (Skolenhet: 54882637);54882637;Upplands Väsby;0114;Enskild;Väsby Yrkesgymnasium AB;5568089246;124;41;39;44;..;54;22;
